"","Time","PopBio","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation"
"1",-0.112427407574039,0.648182538321451,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"2",4.10235417931128,0.677529959352162,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"3",8.89574669694718,0.694468644600698,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"4",13.8966506712878,0.790858161446397,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"5",21.2511627240428,0.987027538288043,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"6",31.2101545852501,1.25609880315763,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"7",48.8063415842527,1.08572571885897,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose_NH4",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"8",2.24743208677959,0.671688313334384,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"9",7.92695563073714,0.752085834333733,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
"10",13.9763325620103,0.93830488717226,"25","Hours","Bacterial Abundance (10^9 cells)/L","Aquatic Background Bacteria","Glucose",1,"Kirchman, D. L., & Rich, J. H. (1997). Regulation of Bacterial Growth Rates by Dissolved Organic Carbon and Temperature in the Equatorial Pacific Ocean. Microbial Ecology, 33(1), 11–20. https://doi.org/10.1007/s002489900003"
